门架名称,状态,车辆编号,车型,轨迹编号,时间戳
门架5,正常,车000078,客车,7.0,1645871961.0
门架6,正常,车000078,客车,7.0,1645872105.0
门架7,正常,车000078,客车,7.0,1645872292.0
门架8,正常,车000078,客车,7.0,1645872931.0
门架9,正常,车000078,客车,7.0,1645873298.0
门架10,正常,车000078,客车,7.0,1645873383.0
门架11,正常,车000078,客车,7.0,1645873569.0
门架12,正常,车000078,客车,7.0,1645874048.0
门架4,正常,车000079,客车,1.0,1645775630.0
门架5,正常,车000079,客车,1.0,1645775885.0
门架6,正常,车000079,客车,1.0,1645775995.0
门架7,正常,车000079,客车,1.0,1645776176.0
门架8,正常,车000079,客车,1.0,1645776797.0
门架9,正常,车000079,客车,1.0,1645777111.0
门架10,正常,车000079,客车,1.0,1645777186.0
门架11,正常,车000079,客车,1.0,1645777362.0
门架3,正常,车000079,客车,2.0,1645956119.0
门架4,正常,车000079,客车,2.0,1645956545.0
门架5,正常,车000079,客车,2.0,1645956816.0
门架6,正常,车000079,客车,2.0,1645956935.0
门架7,正常,车000079,客车,2.0,1645957125.0
门架8,正常,车000079,客车,2.0,1645957781.0
门架9,正常,车000079,客车,2.0,1645958131.0
门架10,正常,车000079,客车,2.0,1645958211.0
门架11,正常,车000079,客车,2.0,1645958406.0
门架7,正常,车000080,客车,1.0,1645598365.0
门架8,正常,车000080,客车,1.0,1645599016.0
门架9,正常,车000080,客车,2.0,1645601021.0
门架10,正常,车000080,客车,2.0,1645601105.0
门架7,正常,车000080,客车,3.0,1645949606.0
门架8,正常,车000080,客车,3.0,1645950376.0
门架8,正常,车000081,客车,1.0,1645569825.0
门架9,正常,车000081,客车,1.0,1645570185.0
门架10,正常,车000081,客车,1.0,1645570275.0
门架11,正常,车000081,客车,1.0,1645570560.0
门架12,正常,车000081,客车,1.0,1645570841.0
门架13,正常,车000081,客车,1.0,1645570930.0
门架4,正常,车000082,客车,1.0,1645944196.0
门架5,正常,车000082,客车,1.0,1645944451.0
门架6,正常,车000082,客车,1.0,1645944572.0
门架7,正常,车000082,客车,1.0,1645944791.0
门架8,正常,车000082,客车,1.0,1645945446.0
门架9,正常,车000082,客车,1.0,1645946526.0
门架10,正常,车000082,客车,1.0,1645946616.0
门架11,正常,车000082,客车,1.0,1645946806.0
门架12,正常,车000082,客车,1.0,1645947246.0
门架13,正常,车000082,客车,1.0,1645947281.0
门架14,正常,车000082,客车,1.0,1645947653.0
门架15,正常,车000082,客车,1.0,1645948234.0
门架1,正常,车000083,客车,2.0,1645954416.0
门架2,正常,车000083,客车,2.0,1645955946.0
门架7,正常,车000084,客车,1.0,1645662745.0
门架8,正常,车000084,客车,1.0,1645663350.0
门架9,正常,车000084,客车,1.0,1645663650.0
门架10,正常,车000084,客车,1.0,1645663730.0
门架11,正常,车000084,客车,1.0,1645663910.0
门架12,正常,车000084,客车,1.0,1645664322.0
门架13,正常,车000084,客车,1.0,1645664324.0
门架14,正常,车000084,客车,1.0,1645664615.0
门架15,正常,车000084,客车,1.0,1645665281.0
门架5,正常,车000085,客车,1.0,1645491256.0
门架6,正常,车000085,客车,1.0,1645491386.0
门架7,正常,车000085,客车,1.0,1645491571.0
门架8,正常,车000085,客车,1.0,1645492226.0
门架9,正常,车000085,客车,1.0,1645492561.0
门架10,正常,车000085,客车,1.0,1645492645.0
门架11,正常,车000085,客车,1.0,1645492886.0
门架12,正常,车000085,客车,1.0,1645493126.0
门架13,正常,车000085,客车,1.0,1645493361.0
门架14,正常,车000085,客车,1.0,1645493687.0
门架15,正常,车000085,客车,1.0,1645494281.0
门架4,正常,车000086,客车,1.0,1645500105.0
门架5,正常,车000086,客车,1.0,1645500390.0
门架6,正常,车000086,客车,1.0,1645500510.0
门架7,正常,车000086,客车,1.0,1645500696.0
门架8,正常,车000086,客车,1.0,1645501303.0
门架9,正常,车000086,客车,1.0,1645501635.0
门架10,正常,车000086,客车,1.0,1645501710.0
门架6,漏过,车000087,客车,1.0,1645700105.0
门架4,正常,车000087,客车,1.0,1645699581.0
门架5,正常,车000087,客车,1.0,1645699905.0
门架7,正常,车000087,客车,1.0,1645700305.0
门架8,正常,车000087,客车,1.0,1645700905.0
门架9,正常,车000087,客车,1.0,1645701235.0
门架10,正常,车000087,客车,1.0,1645701315.0
门架11,正常,车000087,客车,1.0,1645701521.0
门架12,正常,车000087,客车,1.0,1645701892.0
门架13,正常,车000087,客车,1.0,1645701923.0
门架14,正常,车000087,客车,1.0,1645702289.0
门架15,正常,车000087,客车,1.0,1645703080.0
门架7,正常,车000088,客车,3.0,1645693890.0
门架8,正常,车000088,客车,3.0,1645694500.0
门架9,正常,车000088,客车,3.0,1645694820.0
门架10,正常,车000088,客车,3.0,1645694899.0
门架11,正常,车000088,客车,3.0,1645695102.0
门架12,正常,车000088,客车,3.0,1645695586.0
门架13,正常,车000088,客车,3.0,1645695613.0
门架14,正常,车000088,客车,3.0,1645695862.0
门架15,正常,车000088,客车,3.0,1645696505.0
门架5,正常,车000088,客车,4.0,1645788271.0
门架6,正常,车000088,客车,4.0,1645788395.0
门架7,正常,车000088,客车,4.0,1645788581.0
门架8,正常,车000088,客车,4.0,1645789175.0
门架9,正常,车000088,客车,4.0,1645789490.0
门架10,正常,车000088,客车,4.0,1645789575.0
门架11,正常,车000088,客车,4.0,1645789825.0
门架12,正常,车000088,客车,4.0,1645790278.0
门架13,正常,车000088,客车,4.0,1645790281.0
门架14,正常,车000088,客车,4.0,1645790580.0
门架5,正常,车000088,客车,5.0,1645841616.0
门架6,正常,车000088,客车,5.0,1645841736.0
门架7,正常,车000088,客车,5.0,1645841927.0
门架8,正常,车000088,客车,5.0,1645842517.0
门架9,正常,车000088,客车,5.0,1645842842.0
门架10,正常,车000088,客车,5.0,1645842921.0
门架11,正常,车000088,客车,5.0,1645843290.0
门架12,正常,车000088,客车,5.0,1645843452.0
门架13,正常,车000088,客车,5.0,1645843638.0
门架14,正常,车000088,客车,5.0,1645843929.0
门架7,正常,车000088,客车,6.0,1645869167.0
门架8,正常,车000088,客车,6.0,1645869794.0
门架9,正常,车000088,客车,6.0,1645870180.0
门架10,正常,车000088,客车,6.0,1645870284.0
门架11,正常,车000088,客车,6.0,1645870386.0
门架12,正常,车000088,客车,6.0,1645870711.0
门架13,正常,车000088,客车,6.0,1645870819.0
门架14,正常,车000088,客车,6.0,1645871267.0
门架8,正常,车000088,客车,7.0,1645939396.0
门架9,正常,车000088,客车,7.0,1645939726.0
门架10,正常,车000088,客车,7.0,1645939806.0
门架11,正常,车000088,客车,7.0,1645939986.0
门架12,正常,车000088,客车,7.0,1645940369.0
门架13,正常,车000088,客车,7.0,1645940556.0
门架14,正常,车000088,客车,7.0,1645940948.0
门架7,正常,车000088,客车,8.0,1645964111.0
门架8,正常,车000088,客车,8.0,1645964710.0
门架9,正常,车000088,客车,8.0,1645965015.0
门架10,正常,车000088,客车,8.0,1645965095.0
门架11,正常,车000088,客车,8.0,1645965351.0
门架12,正常,车000088,客车,8.0,1645965776.0
门架13,正常,车000088,客车,8.0,1645965776.0
门架14,正常,车000088,客车,8.0,1645966077.0
门架15,正常,车000088,客车,8.0,1645966770.0
门架3,正常,车000089,客车,2.0,1645581131.0
门架4,正常,车000089,客车,2.0,1645581595.0
门架5,正常,车000089,客车,2.0,1645581905.0
门架6,正常,车000089,客车,2.0,1645582045.0
门架7,正常,车000089,客车,2.0,1645582256.0
门架8,正常,车000089,客车,2.0,1645582926.0
门架9,正常,车000089,客车,2.0,1645583265.0
门架10,正常,车000089,客车,2.0,1645583351.0
门架11,正常,车000089,客车,2.0,1645583626.0
门架12,正常,车000089,客车,2.0,1645583938.0
门架13,正常,车000089,客车,2.0,1645583965.0
门架14,正常,车000089,客车,2.0,1645584399.0
门架15,正常,车000089,客车,2.0,1645585055.0
门架1,正常,车000090,客车,1.0,1645627660.0
门架2,正常,车000090,客车,1.0,1645629185.0
门架3,正常,车000090,客车,1.0,1645629255.0
门架5,正常,车000091,客车,1.0,1645583631.0
门架6,正常,车000091,客车,1.0,1645583750.0
门架7,正常,车000091,客车,1.0,1645583971.0
门架8,正常,车000091,客车,1.0,1645584606.0
门架9,正常,车000091,客车,1.0,1645584935.0
门架10,正常,车000091,客车,1.0,1645585016.0
门架6,漏过,车000092,客车,1.0,1645664565.5
门架4,正常,车000092,客车,1.0,1645664114.0
门架5,正常,车000092,客车,1.0,1645664405.0
门架7,正常,车000092,客车,1.0,1645664726.0
门架8,正常,车000092,客车,1.0,1645665420.0
门架9,正常,车000092,客车,1.0,1645665770.0
门架10,正常,车000092,客车,1.0,1645665855.0
门架11,正常,车000092,客车,1.0,1645666036.0
门架12,正常,车000092,客车,1.0,1645666390.0
门架13,正常,车000092,客车,1.0,1645666476.0
门架14,正常,车000092,客车,1.0,1645666816.0
门架15,正常,车000092,客车,1.0,1645667535.0
门架1,正常,车000093,客车,1.0,1645595936.0
门架2,正常,车000093,客车,1.0,1645597776.0
门架3,正常,车000093,客车,1.0,1645597845.0
门架3,正常,车000094,客车,1.0,1645940015.0
门架4,正常,车000095,客车,1.0,1645495045.0
门架5,正常,车000095,客车,1.0,1645495414.0
门架1,正常,车000096,客车,1.0,1645683535.0
门架2,正常,车000096,客车,1.0,1645684905.0
门架6,漏过,车000097,客车,1.0,1645696555.5
门架5,正常,车000097,客车,1.0,1645696410.0
门架7,正常,车000097,客车,1.0,1645696701.0
门架8,正常,车000097,客车,1.0,1645697275.0
门架9,正常,车000097,客车,1.0,1645697590.0
门架10,正常,车000097,客车,1.0,1645697675.0
门架11,正常,车000097,客车,1.0,1645698062.0
门架12,正常,车000097,客车,1.0,1645698190.0
门架13,正常,车000097,客车,1.0,1645698296.0
门架14,正常,车000097,客车,1.0,1645698752.0
门架15,正常,车000097,客车,1.0,1645699468.0
门架4,正常,车000098,货车,1.0,1645505912.0
门架5,正常,车000098,货车,1.0,1645506286.0
门架6,正常,车000098,货车,1.0,1645506466.0
门架7,正常,车000098,货车,1.0,1645506706.0
门架8,正常,车000098,货车,1.0,1645507446.0
门架9,正常,车000098,货车,1.0,1645510926.0
门架10,正常,车000098,货车,1.0,1645511015.0
门架11,正常,车000098,货车,1.0,1645511406.0
门架12,正常,车000098,货车,1.0,1645511845.0
门架13,正常,车000098,货车,1.0,1645511873.0
门架14,正常,车000098,货车,1.0,1645512261.0
门架15,正常,车000098,货车,1.0,1645513059.0
门架12,漏过,车000098,货车,2.0,1645595543.0
门架13,漏过,车000098,货车,2.0,1645596021.5
门架4,正常,车000098,货车,2.0,1645592805.0
门架5,正常,车000098,货车,2.0,1645593151.0
门架6,正常,车000098,货车,2.0,1645593301.0
门架7,正常,车000098,货车,2.0,1645593531.0
门架8,正常,车000098,货车,2.0,1645594245.0
门架9,正常,车000098,货车,2.0,1645594965.0
门架10,正常,车000098,货车,2.0,1645595052.0
门架11,正常,车000098,货车,2.0,1645595270.0
门架13,正常,车000098,货车,2.0,1645595816.0
门架12,正常,车000098,货车,2.0,1645595818.0
门架14,正常,车000098,货车,2.0,1645596225.0
门架15,正常,车000098,货车,2.0,1645597176.0
门架6,漏过,车000098,货车,3.0,1645709550.0
门架4,正常,车000098,货车,3.0,1645709000.0
门架5,正常,车000098,货车,3.0,1645709350.0
门架7,正常,车000098,货车,3.0,1645709750.0
门架8,正常,车000098,货车,3.0,1645710470.0
门架9,正常,车000098,货车,3.0,1645710850.0
门架10,正常,车000098,货车,3.0,1645710925.0
门架11,正常,车000098,货车,3.0,1645711210.0
门架12,正常,车000098,货车,3.0,1645711650.0
门架13,正常,车000098,货车,3.0,1645711735.0
门架14,正常,车000098,货车,3.0,1645712115.0
门架15,正常,车000098,货车,3.0,1645713035.0
门架4,正常,车000098,货车,4.0,1645769081.0
门架5,正常,车000098,货车,4.0,1645769426.0
门架6,正常,车000098,货车,4.0,1645769571.0
门架7,正常,车000098,货车,4.0,1645769805.0
门架8,正常,车000098,货车,4.0,1645770511.0
门架9,正常,车000098,货车,4.0,1645770876.0
门架10,正常,车000098,货车,4.0,1645770965.0
门架11,正常,车000098,货车,4.0,1645771181.0
门架12,正常,车000098,货车,4.0,1645771585.0
门架13,正常,车000098,货车,4.0,1645771686.0
门架14,正常,车000098,货车,4.0,1645772106.0
门架15,正常,车000098,货车,4.0,1645772982.0
门架4,正常,车000098,货车,5.0,1645841791.0
门架5,正常,车000098,货车,5.0,1645842127.0
门架6,正常,车000098,货车,5.0,1645842271.0
门架7,正常,车000098,货车,5.0,1645842502.0
门架8,正常,车000098,货车,5.0,1645843182.0
门架9,正常,车000098,货车,5.0,1645843561.0
门架10,正常,车000098,货车,5.0,1645843661.0
门架11,正常,车000098,货车,5.0,1645844013.0
门架12,正常,车000098,货车,5.0,1645844369.0
门架13,正常,车000098,货车,5.0,1645844382.0
门架14,正常,车000098,货车,5.0,1645844801.0
门架15,正常,车000098,货车,5.0,1645845914.0
门架4,正常,车000098,货车,6.0,1645943346.0
门架5,正常,车000098,货车,6.0,1645943681.0
门架6,正常,车000098,货车,6.0,1645943836.0
门架7,正常,车000098,货车,6.0,1645944056.0
门架8,正常,车000098,货车,6.0,1645944772.0
门架9,正常,车000098,货车,6.0,1645945161.0
门架10,正常,车000098,货车,6.0,1645945262.0
门架11,正常,车000098,货车,6.0,1645945471.0
门架12,正常,车000098,货车,6.0,1645945976.0
门架13,正常,车000098,货车,6.0,1645946001.0
门架14,正常,车000098,货车,6.0,1645946422.0
门架15,正常,车000098,货车,6.0,1645947412.0
门架1,正常,车000099,客车,1.0,1645763525.0
门架2,正常,车000099,客车,1.0,1645765391.0
门架3,正常,车000099,客车,1.0,1645765471.0
门架3,正常,车000100,客车,1.0,1645829056.0
门架6,漏过,车000101,客车,1.0,1645664435.0
门架5,正常,车000101,客车,1.0,1645664285.0
门架7,正常,车000101,客车,1.0,1645664585.0
门架8,正常,车000101,客车,1.0,1645665205.0
门架9,正常,车000101,客车,1.0,1645665536.0
门架10,正常,车000101,客车,1.0,1645665615.0
门架11,正常,车000101,客车,1.0,1645665790.0
门架11,正常,车000102,客车,1.0,1645679415.0
门架1,正常,车000103,客车,1.0,1645955166.0
门架2,正常,车000103,客车,1.0,1645957211.0
门架3,正常,车000103,客车,1.0,1645957293.0
门架7,正常,车000104,客车,1.0,1645931091.0
门架8,正常,车000104,客车,1.0,1645931651.0
门架12,正常,车000105,客车,1.0,1645508279.0
门架5,漏过,车000105,客车,2.0,1645589981.5
门架6,漏过,车000105,客车,2.0,1645590302.0
门架4,正常,车000105,客车,2.0,1645589775.0
门架6,正常,车000105,客车,2.0,1645590188.0
门架5,正常,车000105,客车,2.0,1645590188.0
门架7,正常,车000105,客车,2.0,1645590416.0
门架8,正常,车000105,客车,2.0,1645591017.0
门架9,正常,车000105,客车,2.0,1645591279.0
门架10,正常,车000105,客车,2.0,1645591285.0
门架11,正常,车000105,客车,2.0,1645591579.0
门架5,正常,车000106,客车,1.0,1645798265.0
门架6,正常,车000106,客车,1.0,1645798379.0
门架7,正常,车000106,客车,1.0,1645798555.0
门架8,正常,车000106,客车,1.0,1645799135.0
门架9,正常,车000106,客车,1.0,1645799470.0
门架10,正常,车000106,客车,1.0,1645799550.0
门架11,正常,车000106,客车,1.0,1645799730.0
门架4,正常,车000106,客车,2.0,1645968610.0
门架5,正常,车000106,客车,2.0,1645968865.0
门架6,正常,车000106,客车,2.0,1645968970.0
门架7,正常,车000106,客车,2.0,1645969155.0
门架8,正常,车000106,客车,2.0,1645969700.0
门架9,正常,车000106,客车,2.0,1645970000.0
门架10,正常,车000106,客车,2.0,1645970080.0
门架11,正常,车000106,客车,2.0,1645970265.0
门架11,正常,车000107,货车,1.0,1645833030.0
门架12,正常,车000107,货车,1.0,1645833390.0
门架13,正常,车000107,货车,1.0,1645833571.0
门架14,正常,车000107,货车,1.0,1645833916.0
门架15,正常,车000107,货车,1.0,1645834812.0
门架7,正常,车000108,客车,1.0,1645490185.0
门架8,正常,车000108,客车,1.0,1645490866.0
门架9,正常,车000108,客车,1.0,1645491196.0
门架10,正常,车000108,客车,1.0,1645491275.0
门架11,正常,车000108,客车,1.0,1645491506.0
门架12,正常,车000108,客车,1.0,1645491807.0
门架13,正常,车000108,客车,1.0,1645491936.0
门架14,正常,车000108,客车,1.0,1645492221.0
门架15,正常,车000108,客车,1.0,1645492950.0
门架4,正常,车000109,货车,2.0,1645526178.0
门架5,正常,车000109,货车,2.0,1645526775.0
门架6,正常,车000109,货车,2.0,1645526777.0
门架7,正常,车000109,货车,2.0,1645527080.0
门架8,正常,车000109,货车,2.0,1645528881.0
门架6,漏过,车000109,货车,3.0,1645706033.5
门架4,正常,车000109,货车,3.0,1645705579.0
门架5,正常,车000109,货车,3.0,1645705880.0
门架7,正常,车000109,货车,3.0,1645706187.0
门架8,正常,车000109,货车,3.0,1645707078.0
门架4,正常,车000109,货车,4.0,1645791984.0
门架5,正常,车000109,货车,4.0,1645792640.0
门架6,正常,车000109,货车,4.0,1645792881.0
门架7,正常,车000109,货车,4.0,1645793204.0
门架8,正常,车000109,货车,4.0,1645794485.0
门架4,正常,车000109,货车,5.0,1645875686.0
门架5,正常,车000109,货车,5.0,1645875991.0
门架6,正常,车000109,货车,5.0,1645876284.0
门架7,正常,车000109,货车,5.0,1645876582.0
门架8,正常,车000109,货车,5.0,1645877517.0
门架12,漏过,车000110,客车,1.0,1645945728.5
门架13,漏过,车000110,客车,1.0,1645946153.5
门架7,正常,车000110,客车,1.0,1645944106.0
门架8,正常,车000110,客车,1.0,1645944821.0
门架9,正常,车000110,客车,1.0,1645945186.0
门架10,正常,车000110,客车,1.0,1645945299.0
